Episode,Time steps,Rewards,Tiles,Reward means,Tile means
0,1500.0,-116.99999999999729,11.0,,
1,3000.0,-104.99999999999758,15.0,,
2,4500.0,-107.99999999999781,14.0,,
3,6000.0,-104.99999999999751,15.0,,
4,7500.0,-98.99999999999889,17.0,,
5,9000.0,-101.99999999999812,16.0,,
6,10500.0,-107.9999999999969,14.0,,
7,12000.0,-101.99999999999784,16.0,,
8,13500.0,-110.99999999999736,13.0,,
9,15000.0,-116.99999999999685,11.0,,
10,16500.0,-119.99999999999679,10.0,,
11,18000.0,-128.99999999999685,7.0,,
12,19500.0,-122.99999999999712,9.0,,
13,20638.0,-122.69999999999912,7.0,,
14,22138.0,-107.99999999999723,14.0,,
15,23349.0,-105.99999999999892,15.0,,
16,24750.0,-142.99999999999756,9.0,,
17,24923.0,-23.199999999999964,8.0,,
18,25812.0,-61.900000000000766,19.0,,
19,27312.0,-122.99999999999676,9.0,-106.68999999999787,12.45
20,27661.0,-10.900000000000151,18.0,-101.384999999998,12.8
21,27941.0,91.9999999999998,30.0,-91.53499999999813,13.55
22,28392.0,74.89999999999975,30.0,-82.38999999999825,14.35
23,28611.0,98.0999999999999,30.0,-72.2349999999984,15.1
24,29048.0,-22.699999999999896,17.0,-68.41999999999844,15.1
25,30548.0,-137.9999999999963,4.0,-70.21999999999835,14.5
26,30952.0,79.59999999999982,30.0,-60.83999999999851,15.3
27,31284.0,-6.200000000000202,19.0,-56.049999999998626,15.45
28,31768.0,71.59999999999958,30.0,-46.91999999999878,16.3
29,32262.0,70.59999999999964,30.0,-37.539999999998955,17.25
30,32587.0,-8.500000000000288,18.0,-31.964999999999133,17.65
31,33819.0,-123.09999999999918,10.0,-31.66999999999925,17.8
32,34461.0,55.79999999999966,30.0,-22.72999999999941,18.85
33,35436.0,-106.39999999999998,7.0,-21.914999999999452,18.85
34,36376.0,-102.90000000000016,7.0,-21.6599999999996,18.5
35,36706.0,86.99999999999994,30.0,-12.009999999999655,19.25
36,37065.0,84.09999999999985,30.0,-0.6549999999997844,20.3
37,37405.0,85.99999999999983,30.0,4.805000000000205,21.4
38,37700.0,90.49999999999969,30.0,12.425000000000228,21.95
39,38043.0,-13.29999999999999,17.0,17.910000000000064,22.35
40,38275.0,0.7999999999999012,18.0,18.49500000000007,22.35
41,38395.0,-20.89999999999996,7.0,12.850000000000083,21.2
42,39333.0,-93.7000000000007,10.0,4.420000000000058,20.2
43,39568.0,3.4999999999998934,19.0,-0.3099999999999422,19.65
44,39814.0,2.3999999999998565,19.0,0.9450000000000454,19.75
45,40140.0,-11.599999999999945,17.0,7.264999999999864,20.4
46,40372.0,-2.2000000000001556,17.0,3.174999999999865,19.75
47,40699.0,0.39999999999967883,21.0,3.504999999999859,19.85
48,41076.0,82.2999999999997,30.0,4.039999999999865,19.85
49,41303.0,97.29999999999993,30.0,5.374999999999879,19.85
50,41511.0,99.19999999999993,30.0,10.75999999999989,20.45
51,41874.0,-15.29999999999989,17.0,16.149999999999856,20.8
52,42390.0,68.39999999999984,30.0,16.779999999999866,20.8
53,42673.0,91.69999999999976,30.0,26.68499999999985,21.95
54,42916.0,29.799999999999834,28.0,33.31999999999985,23.0
55,43097.0,101.89999999999996,30.0,34.06499999999985,23.0
56,43321.0,4.599999999999895,19.0,30.089999999999854,22.45
57,43703.0,81.79999999999976,30.0,29.879999999999846,22.45
58,43938.0,96.49999999999983,30.0,30.179999999999858,22.45
59,44166.0,1.199999999999804,18.0,30.90499999999985,22.5
60,44453.0,91.2999999999998,30.0,35.42999999999984,23.1
61,44649.0,100.39999999999992,30.0,41.49499999999984,24.25
62,45018.0,83.09999999999968,30.0,50.33499999999985,25.25
63,45231.0,98.69999999999987,30.0,55.09499999999986,25.8
64,45525.0,90.59999999999971,30.0,59.504999999999846,26.35
65,45917.0,80.79999999999967,30.0,64.12499999999982,27.0
66,46213.0,90.39999999999978,30.0,68.75499999999982,27.65
67,46493.0,23.09999999999974,27.0,69.88999999999983,27.95
68,46703.0,-17.90000000000004,11.0,64.87999999999985,27.0
69,46989.0,91.39999999999984,30.0,64.58499999999984,27.0
70,47265.0,92.39999999999974,30.0,64.24499999999982,27.0
71,47518.0,94.69999999999979,30.0,69.7449999999998,27.65
72,47746.0,25.29999999999984,26.0,67.5899999999998,27.45
73,48034.0,91.19999999999989,30.0,67.5649999999998,27.45
74,48285.0,-4.099999999999991,17.0,65.86999999999982,26.9
75,48509.0,97.59999999999988,30.0,65.65499999999982,26.9
76,48734.0,-1.5000000000000782,17.0,65.34999999999982,26.8
77,49139.0,79.49999999999957,30.0,65.23499999999981,26.8
78,49389.0,94.99999999999989,30.0,65.15999999999981,26.8
79,49611.0,1.7999999999999403,18.0,65.18999999999981,26.8
80,49915.0,89.59999999999974,30.0,65.10499999999982,26.8
81,50178.0,93.6999999999998,30.0,64.76999999999981,26.8
82,50506.0,87.19999999999982,30.0,64.97499999999982,26.8
83,50726.0,-1.0000000000001101,17.0,59.98999999999982,26.15
84,51041.0,88.49999999999976,30.0,59.88499999999982,26.15
85,51261.0,98.00000000000007,30.0,60.74499999999985,26.15
86,52761.0,-69.00000000000107,27.0,52.77499999999979,26.0
87,52981.0,97.99999999999991,30.0,56.51999999999981,26.15
88,53238.0,94.29999999999981,30.0,62.12999999999979,27.1
89,53518.0,91.99999999999974,30.0,62.1599999999998,27.1
90,53739.0,19.999999999999865,24.0,58.53999999999981,26.8
91,54036.0,90.29999999999973,30.0,58.3199999999998,26.8
92,54243.0,99.29999999999993,30.0,62.01999999999981,27.0
