Episode,Time steps,Rewards,Tiles,Reward means,Tile means
0,1500.0,-107.99999999999764,14.0,,
1,3000.0,-113.99999999999723,12.0,,
2,4500.0,-104.99999999999812,15.0,,
3,6000.0,-92.99999999999899,19.0,,
4,7500.0,-110.99999999999726,13.0,,
5,9000.0,-107.9999999999975,14.0,,
6,10500.0,-80.99999999999953,23.0,,
7,12000.0,-81.00000000000016,23.0,,
8,13388.0,-120.69999999999958,16.0,,
9,14888.0,-119.99999999999699,10.0,,
10,16388.0,-131.99999999999648,6.0,,
11,17888.0,-131.99999999999648,6.0,,
12,19388.0,-110.99999999999706,13.0,,
13,20888.0,-107.99999999999783,14.0,,
14,22388.0,-92.99999999999885,19.0,,
15,23720.0,-4.1000000000012236,53.0,,
16,24206.0,-57.500000000000284,7.0,,
17,24794.0,-19.7000000000002,23.0,,
18,25447.0,12.799999999999471,36.0,,
19,26088.0,-22.000000000000462,24.0,-85.40999999999862,18.0
20,26647.0,28.199999999999548,38.0,-78.59999999999874,19.2
21,27582.0,-51.40000000000009,24.0,-75.46999999999892,19.8
22,28053.0,-14.000000000000114,21.0,-70.919999999999,20.1
23,28523.0,-28.899999999999917,16.0,-67.71499999999904,19.95
24,28806.0,1.7999999999999048,20.0,-62.07499999999918,20.3
25,29185.0,-7.800000000000182,20.0,-57.064999999999316,20.6
26,29695.0,-20.89999999999983,20.0,-54.059999999999334,20.45
27,30102.0,-37.5999999999999,11.0,-51.889999999999326,19.85
28,30656.0,10.699999999999633,32.0,-45.31999999999936,20.65
29,31676.0,39.09999999999971,57.0,-37.36499999999953,23.0
30,32448.0,69.90000000000211,59.0,-27.2699999999996,25.65
31,33005.0,-13.60000000000062,24.0,-21.34999999999981,26.55
32,34505.0,-122.99999999999721,9.0,-21.949999999999818,26.35
33,36005.0,-104.99999999999844,15.0,-21.799999999999848,26.4
34,37505.0,-98.99999999999861,17.0,-22.099999999999834,26.3
35,38551.0,36.500000000004064,57.0,-20.069999999999574,26.5
36,38979.0,-18.7000000000003,18.0,-18.129999999999573,27.05
37,39285.0,8.499999999999815,23.0,-16.71999999999957,27.05
38,40065.0,60.10000000000227,56.0,-14.354999999999432,28.05
39,40639.0,-66.30000000000024,7.0,-16.56999999999942,27.2
40,41299.0,-74.90000000000039,7.0,-21.72499999999942,25.65
41,41987.0,-83.70000000000056,5.0,-23.339999999999442,24.7
42,43487.0,-131.99999999999685,6.0,-29.239999999999277,23.95
43,44987.0,-89.99999999999945,20.0,-32.294999999999256,24.15
44,46487.0,-92.99999999999879,19.0,-37.03499999999919,24.1
45,47066.0,-15.800000000000567,24.0,-37.43499999999921,24.3
46,47700.0,83.70000000000203,59.0,-32.20499999999912,26.25
47,48690.0,-110.89999999999979,6.0,-35.86999999999911,26.0
48,49494.0,48.70000000000314,53.0,-33.96999999999893,27.05
49,49794.0,9.099999999999909,23.0,-35.469999999998926,25.35
50,50000.0,9.499999999999908,20.0,-38.489999999999036,23.4
51,51500.0,-78.00000000000041,24.0,-41.70999999999902,23.4
52,53000.0,9.000000000002952,53.0,-35.10999999999901,25.6
53,54500.0,-30.000000000001258,40.0,-31.359999999999154,26.85
54,56000.0,-86.99999999999959,21.0,-30.759999999999206,27.05
55,56383.0,57.80000000000027,42.0,-29.694999999999396,26.3
56,56833.0,96.10000000000073,57.0,-23.95499999999934,28.25
57,57197.0,65.70000000000036,44.0,-21.094999999999317,29.3
58,58462.0,251.59999999999127,136.0,-11.519999999999865,33.3
59,59025.0,39.80000000000008,42.0,-6.214999999999849,35.05
60,59315.0,10.099999999999845,23.0,-1.9649999999998382,35.85
61,59816.0,46.00000000000013,42.0,4.520000000000197,37.7
62,60191.0,61.600000000000676,43.0,14.20000000000007,39.55
63,61691.0,-2.999999999997986,49.0,18.550000000000146,41.0
64,62362.0,-28.00000000000057,23.0,21.800000000000058,41.2
65,63862.0,-86.99999999999976,21.0,18.240000000000098,41.05
66,65362.0,21.000000000004135,57.0,15.105000000000203,40.95
67,66862.0,6.000000000003489,52.0,20.950000000000365,43.25
68,67045.0,32.79999999999987,27.0,20.155000000000204,41.95
69,67473.0,53.3000000000001,42.0,22.36500000000021,42.9
70,68221.0,-11.70000000000087,31.0,21.305000000000174,43.45
71,69721.0,-26.999999999999137,41.0,23.85500000000024,44.3
72,69905.0,20.69999999999986,23.0,24.440000000000083,42.8
73,70156.0,13.99999999999978,23.0,26.640000000000136,41.95
74,70840.0,141.70000000000218,80.0,38.075000000000216,44.9
75,71462.0,216.90000000000242,103.0,46.03000000000033,47.95
76,72160.0,200.30000000000254,100.0,51.24000000000042,50.1
77,72372.0,20.899999999999814,24.0,49.00000000000039,49.1
78,72663.0,12.99999999999973,24.0,37.07000000000082,43.5
79,72961.0,84.30000000000065,48.0,39.29500000000085,43.8
80,73123.0,13.899999999999899,20.0,39.485000000000845,43.65
81,74623.0,-23.999999999998554,42.0,35.98500000000091,43.65
82,74891.0,30.299999999999798,29.0,34.42000000000087,42.95
83,75299.0,112.30000000000132,61.0,40.18500000000084,43.55
84,75643.0,52.70000000000027,39.0,44.22000000000088,44.35
85,75945.0,32.89999999999978,31.0,50.215000000000856,44.85
86,76315.0,74.10000000000056,47.0,52.87000000000067,44.35
87,76727.0,21.89999999999968,31.0,53.66500000000049,43.3
88,76969.0,41.899999999999935,32.0,54.12000000000048,43.55
89,77573.0,194.7000000000023,95.0,61.19000000000059,46.2
90,79073.0,6.00000000000346,52.0,62.075000000000806,47.25
91,79261.0,23.299999999999855,24.0,64.59000000000076,46.4
92,79744.0,95.80000000000172,58.0,68.34500000000085,48.15
93,81244.0,-89.9999999999996,20.0,63.14500000000089,48.0
94,82744.0,-23.999999999998654,42.0,54.860000000000845,46.1
95,83089.0,58.600000000000364,41.0,46.945000000000746,43.0
96,83289.0,43.099999999999994,31.0,39.08500000000062,39.55
97,83634.0,61.600000000000534,42.0,41.12000000000065,40.45
98,83939.0,38.599999999999824,33.0,42.40000000000065,40.9
99,85439.0,24.000000000004633,58.0,39.38500000000086,41.4
100,86939.0,-60.00000000000137,30.0,35.69000000000079,41.9
101,87365.0,122.50000000000131,65.0,43.01500000000078,43.05
102,88865.0,24.00000000000466,58.0,42.700000000001026,44.5
