Episode,Time steps,Rewards,Tiles,Reward means,Tile means
0,1500.0,-107.99999999999785,14.0,-107.99999999999785,14.0
1,3000.0,-107.99999999999773,14.0,-107.99999999999778,14.0
2,4500.0,-95.99999999999838,18.0,-103.999999999998,15.333333333333334
3,5421.0,-80.10000000000063,14.0,-98.02499999999864,15.0
4,6921.0,-101.99999999999822,16.0,-98.81999999999856,15.2
5,8421.0,-110.9999999999977,13.0,-100.84999999999842,14.833333333333334
6,9176.0,-63.500000000000256,14.0,-95.5142857142844,14.714285714285714
7,10676.0,-98.9999999999983,17.0,-95.94999999999864,15.0
8,12176.0,-116.9999999999973,11.0,-98.28888888888737,14.555555555555555
9,13676.0,-131.99999999999648,6.0,-101.65999999999829,13.7
10,15176.0,-95.99999999999837,18.0,-101.14545454545284,14.090909090909092
11,16327.0,-103.10000000000005,14.0,-101.30833333333176,14.083333333333334
12,17827.0,-128.9999999999969,7.0,-103.43846153845986,13.538461538461538
13,19327.0,-107.99999999999804,14.0,-103.76428571428401,13.571428571428571
14,20261.0,-81.40000000000082,14.0,-102.27333333333179,13.6
15,21761.0,-116.99999999999763,11.0,-103.19374999999842,13.4375
16,23261.0,-104.99999999999785,15.0,-103.29999999999838,13.529411764705882
17,24761.0,-95.99999999999787,18.0,-102.8944444444428,13.777777777777779
18,26261.0,-110.99999999999824,13.0,-103.32105263157729,13.736842105263158
19,27761.0,-81.00000000000014,23.0,-102.20499999999844,14.2
20,29261.0,-74.99999999999999,25.0,-100.55499999999854,14.75
21,30761.0,-39.00000000000099,37.0,-97.1049999999987,15.9
22,32261.0,-95.99999999999876,18.0,-97.10499999999874,15.9
23,33761.0,-92.99999999999937,19.0,-97.74999999999866,16.15
24,35261.0,-15.000000000000803,45.0,-93.3999999999988,17.6
25,35445.0,-3.400000000000091,15.0,-88.01999999999892,17.7
26,35702.0,-10.700000000000134,15.0,-85.3799999999989,17.75
27,37202.0,-107.99999999999636,14.0,-85.82999999999882,17.6
28,38029.0,-70.70000000000061,14.0,-83.51499999999898,17.75
29,39529.0,-131.99999999999628,6.0,-83.51499999999896,17.75
30,40387.0,-70.80000000000022,15.0,-82.25499999999906,17.6
31,40781.0,-24.399999999999967,15.0,-78.31999999999906,17.65
32,42281.0,-110.99999999999771,13.0,-77.41999999999909,17.95
33,43781.0,-98.99999999999824,17.0,-76.9699999999991,18.1
34,44013.0,-8.200000000000095,15.0,-73.30999999999906,18.15
35,45513.0,-80.99999999999984,23.0,-71.50999999999917,18.75
36,47013.0,-128.99999999999693,7.0,-72.70999999999914,18.35
37,47158.0,0.49999999999990763,15.0,-67.88499999999924,18.2
38,47576.0,-26.799999999999923,15.0,-63.67499999999933,18.3
